import time: self [us] | cumulative | imported package
import time:      2269 |       4264 |             logging.config
import time:      3346 |       3346 |                 hydra._internal
import time:      4007 |       7353 |               hydra._internal.instantiate
import time:      2352 |       2352 |                     hydra.core
import time:      3878 |       6230 |                   hydra.core.config_search_path
import time:      3682 |       9911 |                 hydra._internal.config_search_path_impl
import time:      2962 |       2962 |                       packaging
import time:      5074 |       8035 |                     packaging.version
import time:      1588 |       1588 |                       hydra.errors
import time:      1900 |       3487 |                     hydra._internal.deprecation_warning
import time:      2189 |       2189 |                     hydra.core.singleton
import time:      2112 |      15822 |                   hydra.version
import time:      1951 |       1951 |                         hydra.core.object_type
import time:      2271 |       2271 |                           hydra.plugins
import time:      6114 |       6114 |                           hydra.core.default_element
import time:      1763 |       1763 |                           hydra.plugins.plugin
import time:      4092 |      14238 |                         hydra.plugins.config_source
import time:      2399 |      18587 |                       hydra.core.config_store
import time:      2556 |       2556 |                       hydra.types
import time:     26746 |      47888 |                     hydra.conf
import time:      1850 |      49738 |                   hydra.core.hydra_config
import time:      3932 |      69491 |                 hydra.core.utils
import time:      2330 |      81731 |               hydra._internal.utils
import time:      4063 |      93146 |             hydra._internal.instantiate._instantiate2
import time:      2865 |     100274 |           hydra.utils
import time:      2166 |       2166 |           hydra.main
import time:      1923 |       1923 |                 hydra.core.config_loader
import time:      1755 |       1755 |                   hydra._internal.sources_registry
